row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
71,Mark Warner,Senate,1,VA-Sen02,VA-Sen02-warner_mark-,warner,1,D,-0.203,NA,mark,VA,VA-Sen02-warner_mark-,-0.572,-0.646,-0.678,VAS20,55.99,2645,-0.64,-0.71,-0.57,0.51,0,0,0,-0.68,-0.678346511,0.5,-0.57,0.0363,2407,-0.71,0.0099,29974,0,16530,NA,0,0,-0.57,-0.71,0.26,0.068,2020
72,Paula Jean Swearengin,Senate,0,WV-Sen02,WV-Sen02-swearengin_paulajean-,swearengin,1,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2784,-1.24,-1.41,-0.79,0.73,1,0,0,-1.66,-1.657822485,0.5,-0.79,0.0543,918,-1.41,0.0087,29094,0,68251,NA,0,0,-0.79,-1.41,0.11,NA,2020
73,Shelley Moore Capito,Senate,1,WV-Sen02,WV-Sen02-capito_shelleymoore-,capito,1,R,0.27,NA,shelley,WV,WV-Sen02-capito_shelley-,0.874,0.625,0.936,WVS20,70.28,2787,0.51,0.51,NA,1,0,0,1,0.37,0.37182172,0.5,NA,NA,NA,0.51,0.0092,28946,0,NA,83443,0,1,NA,0.51,0.69,0.364,2020
74,Cynthia Lummis,Senate,0,WY-Sen02,WY-Sen02-lummis_cynthia-,lummis,1,R,NA,NA,cynthia,WY,WY-Sen02-lummis_cynthia-,1.133,1.637,1.287,WYS20,72.58,2795,1.16,1.4,0.95,0.47,0,0,0,NA,1.034735001,0.5,0.95,0.0444,871,1.4,0.0145,8934,0,3821,NA,0,1,0.95,1.4,0.88,-0.027,2020
75,Merav Ben-David,Senate,0,WY-Sen02,WY-Sen02-ben-david_merav-,ben-david,1,D,NA,NA,merav,WY,WY-Sen02-ben-david_merav-,-1.027,-1.127,-1.027,WYS20,27.03,2803,-0.89,NA,-0.89,0,0,0,0,NA,-0.870059059,0.5,-0.89,0.0341,3356,NA,NA,NA,0,NA,NA,0,0,-0.89,NA,0.19,-0.137,2020
76,Chris Cumings,Senate,0,AK-Sen02,AK-Sen02-cummings_chris-,cumings,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,-0.9,NA,-0.9,0,0,0,0,NA,-0.870059059,0.5,-0.9,0.0646,818,NA,NA,NA,0,NA,NA,0,0,-0.9,NA,0.18,NA,2020
77,Edgar Blatchford,Senate,0,AK-Sen02,AK-Sen02-blatchford_edgar-,blatchford,0,D,NA,NA,edgar,AK,AK-Sen02-blatchford_edgar-,-0.761,NA,-0.843,AKS20,NA,11,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
78,John Howe,Senate,0,AK-Sen02,AK-Sen02-howe_john-,howe,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.94,NA,-0.94,0,0,0,0,NA,-0.870059059,0.5,-0.94,0.1132,263,NA,NA,NA,0,NA,NA,0,0,-0.94,NA,0.17,NA,2020
79,Lisa Murkowski,Senate,1,AK-Sen03,AK-Sen03-murkowski_lisa-,murkowski,0,R,0.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.2,0.2,NA,1,0,0,1,0.24,0.24082822,0.5,NA,NA,NA,0.2,0.0071,43670,0,NA,NA,0,1,NA,0.2,0.58,NA,2020
80,Arnold Mooney,Senate,0,AL-Sen02,AL-Sen02-mooney_arnold-,mooney,0,R,NA,NA,arnold,AL,AL-Sen02-mooney_arnold-,1.453,1.738,1.534,ALS20,NA,40,1.39,1.31,1.41,0.17,0,0,0,NA,1.034735001,0.5,1.41,0.0525,625,1.31,0.038,1485,0,1311,NA,0,1,1.41,1.31,0.92,0.063,2020
81,Bradley Byrne,Senate,0,AL-Sen02,AL-Sen02-byrne_bradley-,byrne,0,R,NA,2.266659671,bradley,AL,AL-Sen02-byrne_bradley-,1.146,1.276,1.238,ALS20,NA,41,1.49,1.49,NA,1,0,0,0,1.33,1.332304157,0.5,NA,NA,NA,1.49,0.0094,19425,0,22529,NA,0,1,NA,1.49,0.93,-0.344,2020
82,Jeff Sessions,Senate,0,AL-Sen02,AL-Sen02-sessions_jeff-,sessions,0,R,NA,NA,jefferson,AL,AL-Sen02-sessions_jefferson-,1.165,1.2,1.312,ALS20,NA,43,1.55,1.59,1.45,0.72,0,0,0,NA,1.034735001,0.5,1.45,0.0685,508,1.59,0.0102,15391,0,NA,NA,0,1,1.45,1.59,0.94,-0.385,2020
83,Roy Moore,Senate,0,AL-Sen02,AL-Sen02-moore_roy-,moore,0,R,NA,NA,roy,AL,AL-Sen02-moore_roy-,1.493,1.667,1.674,ALS20,NA,44,1.7,1.7,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.7,0.0272,1851,0,NA,NA,0,1,NA,1.7,0.96,-0.207,2020
84,Ruth Page-Nelson,Senate,0,AL-Sen02,AL-Sen02-page-nelson_ruth-,page-nelson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2020
85,Stanley Adair,Senate,0,AL-Sen02,AL-Sen02-adair_stanley-,adair,0,R,NA,NA,stanley,AL,AL-Sen02-adair_stanley-,1.893,NA,1.893,ALS20,NA,46,1.39,1.39,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.39,0.0681,495,0,NA,NA,0,1,NA,1.39,0.92,0.503,2020
86,Richard Shelby,Senate,1,AL-Sen03,AL-Sen03-shelby_richard-,shelby,0,R,0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,0.4,0.4,NA,1,0,0,0,0.76,0.762581993,0.5,NA,NA,NA,0.4,0.017,8299,0,NA,NA,0,1,NA,0.4,0.66,NA,2020
87,John Boozman,Senate,1,AR-Sen03,AR-Sen03-boozman_john-,boozman,0,R,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0.47,0.47,NA,1,0,0,0,0.7,0.704856043,0.5,NA,NA,NA,0.47,0.0096,25988,0,NA,NA,0,1,NA,0.47,0.68,NA,2020
88,Kyrsten Sinema,Senate,1,AZ-Sen01,AZ-Sen01-sinema_kyrsten-,sinema,0,D,-0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,-0.03,-0.03,NA,1,0,0,1,-0.46,-0.456323629,0.5,NA,NA,NA,-0.03,0.008,27052,0,NA,NA,0,0,NA,-0.03,0.49,NA,2020
89,"Bo ""Heir Archy"" Garcia",Senate,0,AZ-Sen03,AZ-Sen03-garcia_bo-,garcia,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
90,Daniel McCarthy,Senate,0,AZ-Sen03,AZ-Sen03-mccarthy_daniel-,mccarthy,0,R,NA,NA,daniel,AZ,AZ-Sen03-mccarthy_daniel-,1.75,1.75,1.747,AZS22,NA,123,1.53,1.73,1.37,0.45,0,0,0,NA,1.034735001,0.5,1.37,0.0428,1271,1.73,0.0111,12261,0,7045,NA,0,1,1.37,1.73,0.94,0.22,2020
91,Mohammad Arif,Senate,0,AZ-Sen03,AZ-Sen03-arif_mohammad-,arif,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
92,Dianne Feinstein,Senate,1,CA-Sen01,CA-Sen01-feinstein_dianne-,feinstein,0,D,-0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,-0.92,-0.92,NA,1,0,0,0,-0.82,-0.820441156,0.5,NA,NA,NA,-0.92,0.0086,41005,0,NA,NA,0,0,NA,-0.92,0.18,NA,2020
93,Alex Padilla,Senate,1,CA-Sen03,CA-Sen03-padilla_alex-,padilla,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,-1.02,-1.02,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.02,0.0084,41655,0,NA,NA,0,0,NA,-1.02,0.15,NA,2020
94,Kamala Harris,Senate,1,CA-Sen03,CA-Sen03-harris_kamala-,harris,0,D,-0.709,NA,NA,NA,NA,NA,NA,NA,NA,NA,381,-1.49,-1.49,NA,1,1,0,0,-1.7,-1.697583616,0.5,NA,NA,NA,-1.49,0.0066,42692,0,12357015,NA,0,0,NA,-1.49,0.07,NA,2020
95,Andrew Romanoff,Senate,0,CO-Sen02,CO-Sen02-romanoff_andrew-,romanoff,0,D,NA,NA,andrew,CO,CO-Sen02-romanoff_andrew-,-1.026,-0.954,-1.091,COS20,NA,414,-1.2,-1.47,-0.89,0.54,0,0,0,NA,-0.870059059,0.5,-0.89,0.0325,2900,-1.47,0.0075,39470,0,27229,NA,0,0,-0.89,-1.47,0.12,0.174,2020
96,Michael Bennet,Senate,1,CO-Sen03,CO-Sen03-bennet_michael-,bennet,0,D,-0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,417,-0.78,-0.78,NA,1,0,0,0,-0.74,-0.736072461,0.5,NA,NA,NA,-0.78,0.0096,32485,0,NA,NA,0,0,NA,-0.78,0.22,NA,2020
97,Christopher Murphy,Senate,1,CT-Sen01,CT-Sen01-murphy_christopher-,murphy,0,D,-0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,434,NA,NA,NA,NA,0,0,0,-0.83,-0.827101842,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
98,Richard Blumenthal,Senate,1,CT-Sen03,CT-Sen03-blumenthal_richard-,blumenthal,0,D,-0.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,435,-1.29,-1.29,NA,1,0,0,0,-1.2,-1.197880055,0.5,NA,NA,NA,-1.29,0.0074,47661,0,NA,NA,0,0,NA,-1.29,0.1,NA,2020
99,Thomas Carper,Senate,1,DE-Sen01,DE-Sen01-carper_thomas-,carper,0,D,-0.177,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,-0.84,-0.84,NA,1,0,0,1,-0.62,-0.620620562,0.5,NA,NA,NA,-0.84,0.0096,32584,0,NA,NA,0,0,NA,-0.84,0.2,NA,2020
100,James DeMartino,Senate,0,DE-Sen02,DE-Sen02-demartino_james-,demartino,0,R,NA,NA,james,DE,DE-Sen02-demartino_james-,1.51,1.153,1.58,DES20,NA,441,1.26,1.06,1.28,0.09,0,0,0,NA,1.034735001,0.5,1.28,0.0464,795,1.06,0.0512,879,0,NA,NA,0,1,1.28,1.06,0.9,0.25,2020
101,Jess Scarane,Senate,0,DE-Sen02,DE-Sen02-scarane_jess-,scarane,0,D,NA,NA,jessica,DE,DE-Sen02-scarane_jessica-,-1.135,-1.237,-1.135,DES20,NA,442,-1.47,-1.45,-1.49,0.52,1,0,0,-1.66,-1.657822485,0.5,-1.49,0.0243,2212,-1.45,0.0084,28443,0,NA,NA,0,0,-1.49,-1.45,0.07,0.335,2020
102,Scott Walker,Senate,0,DE-Sen02,DE-Sen02-walker_scott-,walker,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
103,Rick Scott,Senate,1,FL-Sen01,FL-Sen01-scott_rick-,scott,0,R,0.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,1.29,1.29,NA,1,0,0,0,1.26,1.25769302,0.5,NA,NA,NA,1.29,0.0073,40820,0,NA,NA,0,1,NA,1.29,0.9,NA,2020
104,Marco Rubio,Senate,1,FL-Sen03,FL-Sen03-rubio_marco-,rubio,0,R,0.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,0.93,0.93,NA,1,0,0,0,1.1,1.102277002,0.5,NA,NA,NA,0.93,0.0086,41200,0,NA,NA,0,1,NA,0.93,0.82,NA,2020
105,Elbert Bartell,Senate,0,GA-Sen02,GA-Sen02-bartell_elbert-,bartell,0,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
106,James Knox,Senate,0,GA-Sen02,GA-Sen02-knox_james-,knox,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,-1.04,-1.04,NA,1,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,-1.04,0.0204,10842,0,197,NA,0,0,NA,-1.04,0.15,NA,2020
107,Marckeith DeJesus,Senate,0,GA-Sen02,GA-Sen02-dejesus_marckeith-,dejesus,0,D,NA,NA,marckeith,GA,GA-Sen02-dejesus_marckeith-,-1.032,NA,-1.032,GAS20,NA,740,-1,-1.29,-0.95,0.16,0,0,0,NA,-0.870059059,0.5,-0.95,0.0683,686,-1.29,0.0391,1534,0,888,NA,0,0,-0.95,-1.29,0.16,-0.032,2020
108,Maya Dillard-Smith,Senate,0,GA-Sen02,GA-Sen02-dillard-smith_maya-,dillard-smith,0,D,NA,NA,maya,GA,GA-Sen02-dillard-smith_maya-,-1.025,-1.191,-1.025,GAS20,NA,741,-1.1,-1.16,-1.1,0.08,0,0,0,NA,-0.870059059,0.5,-1.1,0.055,947,-1.16,0.0558,944,0,NA,NA,0,0,-1.1,-1.16,0.14,0.075,2020
109,Sarah Riggs Amico,Senate,0,GA-Sen02,GA-Sen02-amico_sarahriggs-,riggs-amico,0,D,NA,NA,sarah,GA,GA-Sen02-riggs-amico_sarah-,-0.805,-1.074,-0.805,GAS20,NA,742,-0.99,-1.08,-0.88,0.53,0,0,0,NA,-0.870059059,0.5,-0.88,0.036,2271,-1.08,0.0098,30447,0,13829,NA,0,0,-0.88,-1.08,0.16,0.185,2020
110,Teresa Tomlinson,Senate,0,GA-Sen02,GA-Sen02-tomlinson_teresa-,tomlinson,0,D,NA,NA,teresa,GA,GA-Sen02-tomlinson_teresa-,-0.848,-1.047,-0.848,GAS20,NA,743,-0.9,-0.95,-0.88,0.29,0,0,0,NA,-0.870059059,0.5,-0.88,0.0257,4906,-0.95,0.0114,23391,0,12935,NA,0,0,-0.88,-0.95,0.18,0.052,2020
111,Tricia McCracken,Senate,0,GA-Sen02,GA-Sen02-mccracken_tricia-,mccracken,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
112,A. Wayne Johnson,Senate,0,GA-Sen03,GA-Sen03-johnson_awayne-,johnson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745,0.8,1.1,0.76,0.1,0,0,0,NA,1.034735001,0.5,0.76,0.0404,1436,1.1,0.0341,1957,0,NA,NA,0,1,0.76,1.1,0.79,NA,2020
113,Annette Davis Jackson,Senate,0,GA-Sen03,GA-Sen03-jackson_annettedavis-,jackson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,1.58,1.58,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,1.58,0.0676,368,0,NA,NA,0,1,NA,1.58,0.94,NA,2020
114,Brian Slowinski,Senate,0,GA-Sen03,GA-Sen03-slowinski_brian-,slowinski,0,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,0.77,0.77,NA,1,0,0,0,NA,0,0.5,NA,NA,NA,0.77,0.0251,7584,0,NA,NA,0,0,NA,0.77,0.78,NA,2020
115,Deborah Jackson,Senate,0,GA-Sen03,GA-Sen03-jackson_deborah-,jackson,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748,-1.45,NA,-1.45,0,0,0,0,NA,-0.870059059,0.5,-1.45,0.0662,365,NA,NA,NA,0,NA,NA,0,0,-1.45,NA,0.07,NA,2020
116,Derrick Grayson,Senate,0,GA-Sen03,GA-Sen03-grayson_derrick-,grayson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,749,1.3,1.69,1.27,0.08,0,0,0,NA,1.034735001,0.5,1.27,0.0428,1350,1.69,0.0346,1397,0,NA,NA,0,1,1.27,1.69,0.9,NA,2020
117,Doug Collins,Senate,0,GA-Sen03,GA-Sen03-collins_doug-,collins,0,R,NA,2.008003854,NA,NA,NA,NA,NA,NA,NA,NA,750,1.48,1.61,1.22,0.67,0,0,0,1.18,1.175465651,0.5,1.22,0.0582,664,1.61,0.01,16046,0,NA,NA,0,1,1.22,1.61,0.93,NA,2020
118,Ed Tarver,Senate,0,GA-Sen03,GA-Sen03-tarver_ed-,tarver,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,-0.93,-0.92,-0.94,0.56,0,0,0,NA,-0.870059059,0.5,-0.94,0.0683,634,-0.92,0.0177,9528,0,579,NA,0,0,-0.94,-0.92,0.18,NA,2020
119,Jamesia James,Senate,0,GA-Sen03,GA-Sen03-james_jamesia-,james,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,-0.61,NA,-0.61,0,0,0,0,NA,-0.870059059,0.5,-0.61,0.081,468,NA,NA,NA,0,NA,NA,0,0,-0.61,NA,0.27,NA,2020
120,John Fortuin,Senate,0,GA-Sen03,GA-Sen03-fortuin_john-,fortuin,0,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,NA,NA,NA,NA,0,0,0,NA,0,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
121,Johnny Isakson,Senate,0,GA-Sen03,GA-Sen03-isakson_johnny-,isakson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,0.59,0.59,NA,1,0,0,0,NA,1.034735001,0.5,NA,NA,NA,0.59,0.0193,6861,0,NA,NA,0,1,NA,0.59,0.72,NA,2020
122,Joy Felicia Slade,Senate,0,GA-Sen03,GA-Sen03-slade_joyfelicia-,slade,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,NA,NA,NA,NA,0,0,0,NA,-0.870059059,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,2020
123,Kandiss Taylor,Senate,0,GA-Sen03,GA-Sen03-taylor_kandiss-,taylor,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,1.41,1.6,1.17,0.55,0,0,0,NA,1.034735001,0.5,1.17,0.0936,223,1.6,0.024,3187,0,NA,NA,0,1,1.17,1.6,0.92,NA,2020
124,Matt Lieberman,Senate,0,GA-Sen03,GA-Sen03-lieberman_matt-,lieberman,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,-0.94,-1.21,-0.71,0.47,0,0,0,NA,-0.870059059,0.5,-0.71,0.0929,370,-1.21,0.0261,3847,0,NA,NA,0,0,-0.71,-1.21,0.17,NA,2020
125,Richard Dien Winfield,Senate,0,GA-Sen03,GA-Sen03-winfield_richarddien-,winfield,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760,-1.31,-1.43,-1.27,0.22,0,0,0,NA,-0.870059059,0.5,-1.27,0.0194,6391,-1.43,0.0105,21268,0,NA,NA,0,0,-1.27,-1.43,0.1,NA,2020
126,Tamara Johnson-Shealey,Senate,0,GA-Sen03,GA-Sen03-johnson-shealey_tamara-,johnson-shealey,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,-1.27,-1.3,-1.2,0.67,0,0,0,NA,-0.870059059,0.5,-1.2,0.0901,263,-1.3,0.0195,6374,0,2219,NA,0,0,-1.2,-1.3,0.1,NA,2020
127,Mazie Hirono,Senate,1,HI-Sen01,HI-Sen01-hirono_mazie-,hirono,0,D,-0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,-1.33,-1.33,NA,1,0,0,0,-1.36,-1.364397217,0.5,NA,NA,NA,-1.33,0.0133,12900,0,NA,NA,0,0,NA,-1.33,0.09,NA,2020
128,Brian Schatz,Senate,1,HI-Sen03,HI-Sen03-schatz_brian-,schatz,0,D,-0.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,786,-0.82,-0.82,NA,1,0,0,0,-1.22,-1.217862115,0.5,NA,NA,NA,-0.82,0.0235,5462,0,NA,NA,0,0,NA,-0.82,0.21,NA,2020
129,Cal Woods,Senate,0,IA-Sen02,IA-Sen02-woods_cal-,woods,0,D,NA,NA,cal,IA,IA-Sen02-woods_cal-,-1.654,NA,-1.654,IAS20,NA,808,-0.48,NA,-0.48,0,0,0,0,NA,-0.870059059,0.5,-0.48,0.0888,464,NA,NA,NA,0,NA,NA,0,0,-0.48,NA,0.32,-1.174,2020
130,Eddie Mauro,Senate,0,IA-Sen02,IA-Sen02-mauro_eddie-,mauro,0,D,NA,NA,eddie,IA,IA-Sen02-mauro_eddie-,-0.838,-1.041,-0.869,IAS20,NA,809,-1.08,-1.18,-1.03,0.32,0,0,0,NA,-0.870059059,0.5,-1.03,0.0195,7339,-1.18,0.0082,39754,0,7512,NA,0,0,-1.03,-1.18,0.14,0.242,2020
131,Kimberly Graham,Senate,0,IA-Sen02,IA-Sen02-graham_kimberly-,graham,0,D,NA,NA,kimberly,IA,IA-Sen02-graham_kimberly-,-1.06,-1.161,-1.06,IAS20,NA,811,-1.08,NA,-1.08,0,1,0,0,-1.66,-1.657822485,0.5,-1.08,0.0422,1489,NA,NA,NA,0,48533,NA,0,0,-1.08,NA,0.14,0.02,2020
132,Michael Franken,Senate,0,IA-Sen02,IA-Sen02-franken_michael-,franken,0,D,NA,NA,michael,IA,IA-Sen02-franken_michael-,-0.99,-0.971,-0.925,IAS20,NA,812,-0.78,-1.01,-0.6,0.44,0,0,0,NA,-0.870059059,0.5,-0.6,0.0498,1341,-1.01,0.0158,12550,0,5429,NA,0,0,-0.6,-1.01,0.22,-0.21,2020
133,Chuck Grassley,Senate,1,IA-Sen03,IA-Sen03-grassley_chuck-,grassley,0,R,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,815,0.88,0.88,NA,1,0,0,0,0.55,0.551660255,0.5,NA,NA,NA,0.88,0.0099,25743,0,NA,NA,0,1,NA,0.88,0.81,NA,2020
134,Jim Vandermaas,Senate,0,ID-Sen02,ID-Sen02-vandermaas_jim-,vandermaas,0,D,NA,NA,jim,ID,ID-Sen02-vandermaas_jim-,-0.925,NA,-0.925,IDS20,NA,824,-0.72,-1.45,-0.58,0.16,0,0,0,NA,-0.870059059,0.5,-0.58,0.0371,2458,-1.45,0.0207,5588,0,443,NA,0,0,-0.58,-1.45,0.24,-0.205,2020
135,Mike Crapo,Senate,1,ID-Sen03,ID-Sen03-crapo_mike-,crapo,0,R,0.499,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,0.56,0.56,NA,1,0,0,0,0.88,0.88025412,0.5,NA,NA,NA,0.56,0.0145,12641,0,NA,NA,0,1,NA,0.56,0.71,NA,2020
136,Casey Chlebek,Senate,0,IL-Sen02,IL-Sen02-chlebek_casey-,chlebek,0,R,NA,NA,casey,IL,IL-Sen02-chlebek_casey-,0.327,NA,0.104,ILS20,NA,898,1.12,NA,1.12,0,0,0,0,NA,1.034735001,0.5,1.12,0.0365,2088,NA,NA,NA,0,NA,NA,0,1,1.12,NA,0.87,-0.793,2020
137,Peggy Hubbard,Senate,0,IL-Sen02,IL-Sen02-hubbard_peggy-,hubbard,0,R,NA,NA,peggy,IL,IL-Sen02-hubbard_peggy-,1.444,1.479,1.464,ILS20,NA,901,1.16,1.61,1,0.26,0,0,0,NA,1.034735001,0.5,1,0.0895,263,1.61,0.0374,1091,0,NA,NA,0,1,1,1.61,0.88,0.284,2020
138,Robert Marshall,Senate,0,IL-Sen02,IL-Sen02-marshall_robert-,marshall,0,R,NA,NA,robert,IL,IL-Sen02-marshall_robert-,0.521,NA,1.126,ILS20,NA,902,1.2,1.45,1.19,0.05,0,0,0,NA,1.034735001,0.5,1.19,0.064,567,1.45,0.0737,352,0,366,NA,0,1,1.19,1.45,0.88,-0.679,2020
139,Tom Tarter,Senate,0,IL-Sen02,IL-Sen02-tarter_tom-,tarter,0,R,NA,NA,thomas,IL,IL-Sen02-tarter_thomas-,1.316,NA,1.316,ILS20,NA,903,1,NA,1,0,0,0,0,NA,1.034735001,0.5,1,0.0452,985,NA,NA,NA,0,NA,NA,0,1,1,NA,0.84,0.316,2020
140,Tammy Duckworth,Senate,1,IL-Sen03,IL-Sen03-duckworth_tammy-,duckworth,0,D,-0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,904,-0.95,-0.95,NA,1,0,0,0,-0.97,-0.971416716,0.5,NA,NA,NA,-0.95,0.0081,43974,0,NA,NA,0,0,NA,-0.95,0.17,NA,2020
141,Mike Braun,Senate,1,IN-Sen01,IN-Sen01-braun_mike-,braun,0,R,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,987,1.34,1.34,NA,1,0,1,0,1.55,1.548542995,0.5,NA,NA,NA,1.34,0.0117,13644,0,NA,NA,0,1,NA,1.34,0.91,NA,2020
142,Todd Young,Senate,1,IN-Sen03,IN-Sen03-young_todd-,young,0,R,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,988,0.55,0.55,NA,1,0,0,0,0.8,0.795885425,0.5,NA,NA,NA,0.55,0.009,31125,0,NA,NA,0,1,NA,0.55,0.71,NA,2020
143,Bob Hamilton,Senate,0,KS-Sen02,KS-Sen02-hamilton_bob-,hamilton,0,R,NA,NA,bob,KS,KS-Sen02-hamilton_bob-,1.42,1.745,1.42,KSS20,NA,1011,1.3,1.36,1.29,0.13,0,0,0,NA,1.034735001,0.5,1.29,0.0481,734,1.36,0.0444,1289,0,NA,NA,0,1,1.29,1.36,0.9,0.12,2020
144,Brian Matlock,Senate,0,KS-Sen02,KS-Sen02-matlock_brian-,matlock,0,R,NA,NA,brian,KS,KS-Sen02-matlock_brian-,0.432,NA,0.432,KSS20,NA,1012,1.12,1.48,0.8,0.46,0,0,0,NA,1.034735001,0.5,0.8,0.0494,863,1.48,0.0153,8802,0,1720,NA,0,1,0.8,1.48,0.87,-0.688,2020
145,Dave Lindstrom,Senate,0,KS-Sen02,KS-Sen02-lindstrom_dave-,lindstrom,0,R,NA,NA,david,KS,KS-Sen02-lindstrom_david-,1.18,1.519,1.18,KSS20,NA,1013,1.1,1.13,1.07,0.55,0,0,0,NA,1.034735001,0.5,1.07,0.1,230,1.13,0.027,3311,0,NA,NA,0,1,1.07,1.13,0.86,0.08,2020
146,Derek Ellis,Senate,0,KS-Sen02,KS-Sen02-ellis_derek-,ellis,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1014,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2020
147,Gabriel Robles,Senate,0,KS-Sen02,KS-Sen02-robles_gabriels-,robles,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1015,NA,NA,NA,NA,0,0,0,NA,1.034735001,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,0,1,NA,NA,NA,NA,2020
