row,candidate,chamber,incumbent,stateDist,candStem,lname,generalElec,party,nominateAdj,duckM,fname,state,candStemDIME,recipient.cfscore,dwdime,recipient.cfscore.dyn,district,gen.vote.pct,...1,avgIdeal,idealTwitter,idealWeb,twWeight,liberal,conservative,moderate,thetaExternal,thetaStart,sigmaStart,idealWebLibcon,seThetaWebLibcon,wordCountWebLibcon,idealTwitterLibcon,seThetaTwitterLibcon,wordCountTwitterLibcon,partyLeader,followersCampaign,followersOfficial,house,rep,webIdeal,twIdeal,prob,diff,year
2016,Darshan Patel,House,0,NM-02,NM-02-patel_darshan-,patel,0,D,NA,NA,darshan,NM,NM-02-patel_darshan-,-1.027,-1.093,-1.027,NM02,NA,995,-1.17,-1.13,-1.17,0.08,0,0,0,NA,-0.940019876,0.5,-1.17,0.0856,374,-1.13,0.1132,385,0,NA,NA,1,0,-1.17,-1.13,0.12,0.143,2022
2017,Amy Vilela,House,0,NV-01,NV-01-vilela_amy-,vilela,0,D,NA,NA,amy,NV,NV-01-vilela_amy-,-1.104,-1.169,-1.107,NV01,NA,510,-1.57,-1.68,-1.56,0.1,1,0,0,-1.56,-1.555959728,0.5,-1.56,0.0169,7242,-1.68,0.0156,8713,0,NA,NA,1,0,-1.56,-1.68,0.06,0.466,2022
2018,Carolina Serrano,House,0,NV-01,NV-01-serrano_carolina-,serrano,0,R,NA,NA,carolina,NV,NV-01-serrano_carolina-,1.535,1.458,1.534,NV01,NA,2073,1.3,1.47,1.02,0.63,0,0,0,NA,0.991787533,0.5,1.02,0.0485,564,1.47,0.0101,10751,0,NA,NA,1,1,1.02,1.47,0.9,0.235,2022
2019,Cresent Hardy,House,0,NV-01,NV-01-hardy_cresent-,hardy,0,R,NA,NA,cresent,NV,NV-01-hardy_cresent-,1.15,0.824,1.339,NV01,NA,2071,1.05,NA,1.05,0,0,0,0,NA,0.991787533,0.5,1.05,0.0543,514,NA,NA,NA,0,NA,NA,1,1,1.05,NA,0.85,0.1,2022
2020,Cynthia Steel,House,0,NV-01,NV-01-steel_cynthia-,steel,0,R,NA,NA,cynthia,NV,NV-01-steel_cynthia-,1.69,NA,1.69,NV01,NA,2075,1.04,NA,1.04,0,0,0,0,NA,0.991787533,0.5,1.04,0.0627,373,NA,NA,NA,0,NA,NA,1,1,1.04,NA,0.85,0.65,2022
2021,David Brog,House,0,NV-01,NV-01-brog_david-,brog,0,R,NA,NA,david,NV,NV-01-brog_david-,0.434,0.52,0.434,NV01,NA,2070,1.06,1.04,1.06,0.13,0,0,0,NA,0.991787533,0.5,1.06,0.0719,267,1.04,0.06,438,0,NA,NA,1,1,1.06,1.04,0.86,-0.626,2022
2022,Jane Adams,House,0,NV-01,NV-01-adams_jane-,adams,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2069,1.12,1.32,0.85,0.57,0,0,0,NA,0.991787533,0.5,0.85,0.0399,1141,1.32,0.0094,16974,0,NA,NA,1,1,0.85,1.32,0.87,NA,2022
2023,Jessie Turner,House,0,NV-01,NV-01-turner_jessie-,turner,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2076,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
2024,Morgun Sholty,House,0,NV-01,NV-01-sholty_morgun-,sholty,0,R,NA,NA,morgun,NV,NV-01-sholty_morgun-,1.436,1.759,1.436,NV01,NA,2074,1,1.42,0.95,0.1,0,0,0,NA,0.991787533,0.5,0.95,0.0369,1410,1.42,0.0271,1778,0,NA,NA,1,1,0.95,1.42,0.84,0.436,2022
2025,Brian Hansen,House,0,NV-02,NV-02-hansen_brian-,hansen,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1001,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
2026,Brian Nadell,House,0,NV-02,NV-02-nadell_brian-,nadell,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2078,1.05,NA,1.05,0,0,0,0,NA,0.991787533,0.5,1.05,0.045,852,NA,NA,NA,0,NA,NA,1,1,1.05,NA,0.85,NA,2022
2027,Catherine Sampson,House,0,NV-02,NV-02-sampson_catherine-,sampson,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2079,1.17,NA,1.17,0,0,0,0,NA,0.991787533,0.5,1.17,0.0689,436,NA,NA,NA,0,NA,NA,1,1,1.17,NA,0.88,NA,2022
2028,Danny Tarkanian,House,0,NV-02,NV-02-tarkanian_danny-,tarkanian,0,R,NA,NA,danny,NV,NV-02-tarkanian_danny-,1.136,1.427,1.136,NV02,NA,2080,1.4,1.5,1.1,0.75,0,0,0,NA,0.991787533,0.5,1.1,0.0568,464,1.5,0.0082,15507,0,NA,NA,1,1,1.1,1.5,0.92,-0.264,2022
2029,Gerold Gorman,House,0,NV-02,NV-02-gorman_gerold-,gorman,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
2030,Joel Beck,House,0,NV-02,NV-02-beck_joel-,beck,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077,1.17,1.17,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.17,0.0421,804,0,NA,NA,1,1,NA,1.17,0.88,NA,2022
2031,Joseph Afzal,House,0,NV-02,NV-02-afzal_joseph-,afzal,0,D,NA,NA,joseph,NV,NV-02-afzal_joseph-,-1.105,NA,-1.105,NV02,NA,997,-1.14,-1.52,-1.14,0,0,0,0,NA,-0.940019876,0.5,-1.14,0.0152,15649,-1.52,0.1187,216,0,NA,NA,1,0,-1.14,-1.52,0.13,0.035,2022
2032,Michael Doucette,House,0,NV-02,NV-02-doucette_michael-,doucette,0,D,NA,NA,michael,NV,NV-02-doucette_michael-,-1.012,NA,-1.012,NV02,NA,998,-1.17,NA,-1.17,0,0,0,0,NA,-0.940019876,0.5,-1.17,0.0694,700,NA,NA,NA,0,NA,NA,1,0,-1.17,NA,0.12,0.158,2022
2033,Rahul Joshi,House,0,NV-02,NV-02-joshi_rahul-,joshi,0,D,NA,NA,rahul,NV,NV-02-joshi_rahul-,-1.092,NA,-1.092,NV02,NA,1002,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
2034,Timothy Hanifan,House,0,NV-02,NV-02-hanifan_timothy-,hanifan,0,D,NA,NA,timothy,NV,NV-02-hanifan_timothy-,-1.411,NA,-1.411,NV02,NA,1000,-1.25,-1.28,-1.24,0.14,0,0,0,NA,-0.940019876,0.5,-1.24,0.0487,1174,-1.28,0.0413,2204,0,NA,NA,1,0,-1.24,-1.28,0.11,-0.161,2022
2035,Albert Goldberg,House,0,NV-03,NV-03-goldberg_albert-,goldberg,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
2036,Clark Bossert,House,0,NV-03,NV-03-bossert_clark-,bossert,0,R,NA,NA,clark,NV,NV-03-bossert_clark-,1.681,NA,1.681,NV03,NA,2082,0.94,1.29,0.93,0.01,0,0,0,NA,0.991787533,0.5,0.93,0.0273,2362,1.29,0.0687,388,0,NA,NA,1,1,0.93,1.29,0.83,0.741,2022
2037,John Kovacs,House,0,NV-03,NV-03-kovacs_john-,kovacs,0,R,NA,NA,john,NV,NV-03-kovacs_john-,1.598,1.516,1.598,NV03,NA,2084,1.04,1.17,0.94,0.43,0,0,0,NA,0.991787533,0.5,0.94,0.0514,558,1.17,0.0172,4736,0,NA,NA,1,1,0.94,1.17,0.85,0.558,2022
2038,Noah Malgeri,House,0,NV-03,NV-03-malgeri_noah-,malgeri,0,R,NA,NA,noah,NV,NV-03-malgeri_noah-,1.561,1.039,1.561,NV03,NA,2085,1.46,1.57,1.13,0.75,0,0,0,NA,0.991787533,0.5,1.13,0.0734,231,1.57,0.0105,7930,0,NA,NA,1,1,1.13,1.57,0.93,0.101,2022
2039,Randell Hynes,House,0,NV-03,NV-03-hynes_randell-,hynes,0,D,NA,NA,randell,NV,NV-03-hynes_randell-,-0.968,NA,-0.968,NV03,NA,1003,-1.28,-1.31,-1.11,0.83,0,0,0,NA,-0.940019876,0.5,-1.11,0.0924,558,-1.31,0.0123,31436,0,NA,NA,1,0,-1.11,-1.31,0.1,0.312,2022
2040,Annie Black,House,0,NV-04,NV-04-black_annie-,black,0,R,NA,NA,annie,NV,NV-04-black_annie-,1.338,1.144,1.396,NV04,NA,2086,1.2,1.39,0.99,0.51,0,0,0,NA,0.991787533,0.5,0.99,0.0562,570,1.39,0.0134,6767,0,NA,NA,1,1,0.99,1.39,0.88,0.138,2022
2041,Chance Bonaventura,House,0,NV-04,NV-04-bonaventura_chance-,bonaventura,0,R,NA,NA,chance,NV,NV-04-bonaventura_chance-,0.934,NA,0.934,NV04,NA,2087,1.06,1.37,1.01,0.14,0,0,0,NA,0.991787533,0.5,1.01,0.0501,723,1.37,0.0324,1270,0,NA,NA,1,1,1.01,1.37,0.86,-0.126,2022
2042,Anthony Figliola,House,0,NY-01,NY-01-figliola_anthony-,figliola,0,R,NA,NA,anthony,NY,NY-01-figliola_anthony-,0.808,NA,0.808,NY01,NA,2094,1.3,1.3,NA,1,0,0,0,NA,0.991787533,0.5,NA,NA,NA,1.3,0.0319,1434,0,NA,NA,1,1,NA,1.3,0.9,-0.492,2022
2043,Michelle Bond,House,0,NY-01,NY-01-bond_michelle-,bond,0,R,NA,NA,michelle,NY,NY-01-bond_michelle-,0.713,0.692,0.713,NY01,NA,2093,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
2044,Mike Rakebrandt,House,0,NY-02,NY-02-rakebrandt_mike-,rakebrandt,0,R,NA,NA,michael,NY,NY-02-rakebrandt_michael-,1.315,NA,1.315,NY02,NA,2097,1.25,1.46,0.95,0.6,0,0,0,NA,0.991787533,0.5,0.95,0.0631,374,1.46,0.0146,6161,0,NA,NA,1,1,0.95,1.46,0.89,0.065,2022
2045,Robert Cornicelli,House,0,NY-02,NY-02-cornicelli_robert-,cornicelli,0,R,NA,NA,robert,NY,NY-02-cornicelli_robert-,1.498,1.684,1.502,NY02,NA,2096,1.13,1.55,0.92,0.33,0,0,0,NA,0.991787533,0.5,0.92,0.0215,4123,1.55,0.0064,23140,0,NA,NA,1,1,0.92,1.55,0.87,0.368,2022
2046,Jon Kaiman,House,0,NY-03,NY-03-kaiman_jon-,kaiman,0,D,NA,NA,jon,NY,NY-03-kaiman_jon-,-0.366,-0.835,-0.342,NY03,NA,1009,-1.04,-0.94,-1.07,0.21,0,0,0,NA,-0.940019876,0.5,-1.07,0.0392,2155,-0.94,0.0246,6589,0,NA,NA,1,0,-1.07,-0.94,0.15,0.674,2022
2047,Joshua Lafazan,House,0,NY-03,NY-03-lafazan_joshua-,lafazan,0,D,NA,NA,joshua,NY,NY-03-lafazan_joshua-,-0.183,-0.921,-0.168,NY03,NA,1010,-0.96,-0.86,-0.97,0.07,0,0,0,NA,-0.940019876,0.5,-0.97,0.0246,4889,-0.86,0.0341,3823,0,NA,NA,1,0,-0.97,-0.86,0.17,0.777,2022
2048,Melanie D'Arrigo,House,0,NY-03,NY-03-darrigo_melanie-,darrigo,0,D,NA,NA,melanie,NY,NY-03-darrigo_melanie-,-1.047,-1.182,-1.048,NY03,NA,494,-1.49,-1.67,-1.39,0.37,1,0,0,-1.56,-1.555959728,0.5,-1.39,0.0219,5174,-1.67,0.008,34660,0,NA,NA,1,0,-1.39,-1.67,0.07,0.443,2022
2049,Reema Rasool,House,0,NY-03,NY-03-rasool_reema-,rasool,0,D,NA,NA,reema,NY,NY-03-rasool_reema-,-0.765,-1.133,-0.765,NY03,NA,1011,-1.41,-1.47,-1.32,0.62,0,0,0,NA,-0.940019876,0.5,-1.32,0.0517,1056,-1.47,0.0125,19153,0,NA,NA,1,0,-1.32,-1.47,0.08,0.645,2022
2050,Carrie Solages,House,0,NY-04,NY-04-solages_carrie-,solages,0,D,NA,NA,carri,NY,NY-04-solages_carri-,-0.506,-0.777,-0.506,NY04,NA,1016,-1.62,-1.62,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.62,0.0417,1920,0,NA,NA,1,0,NA,-1.62,0.05,1.114,2022
2051,Kathleen Rice,House,1,NY-04,NY-04-rice_kathleen-,rice,0,D,-0.278,-0.798935205,kathleen,NY,NY-04-rice_kathleen-,-0.386,-0.796,-0.635,NY04,NA,121,-0.78,-0.78,NA,1,0,0,0,-0.73,-0.728223505,0.5,NA,NA,NA,-0.78,0.0204,9953,0,NA,NA,1,0,NA,-0.78,0.22,0.394,2022
2052,Keith Corbett,House,0,NY-04,NY-04-corbett_keith-,corbett,0,D,NA,NA,keith,NY,NY-04-corbett_keith-,-0.308,-1.138,-0.308,NY04,NA,1013,-1.03,-1.02,-1.03,0.2,0,0,0,NA,-0.940019876,0.5,-1.03,0.0637,746,-1.02,0.0458,2041,0,NA,NA,1,0,-1.03,-1.02,0.15,0.722,2022
2053,Muzib Huq,House,0,NY-04,NY-04-huq_muzib-,huq,0,D,NA,NA,muzibul,NY,NY-04-huq_muzibul-,-0.904,NA,-0.904,NY04,NA,1015,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
2054,Paperboy Prince,House,0,NY-07,NY-07-prince_paperboy-,prince,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017,-1.5,NA,-1.5,0,0,0,0,NA,-0.940019876,0.5,-1.5,0.0251,4055,NA,NA,NA,0,NA,NA,1,0,-1.5,NA,0.07,NA,2022
2055,Queen Johnson,House,0,NY-08,NY-08-johnson_queen-,johnson,0,D,NA,NA,queen,NY,NY-08-johnson_queen-,-1.071,-1.263,-1.071,NY08,NA,1018,-1.52,NA,-1.52,0,0,0,0,NA,-0.940019876,0.5,-1.52,0.0277,2770,NA,NA,NA,0,NA,NA,1,0,-1.52,NA,0.06,0.449,2022
2056,Brian Robinson,House,0,NY-10,NY-10-robinson_brian-,robinson,0,D,NA,NA,brian,NY,NY-10-robinson_brian-,0.946,NA,0.946,NY10,NA,1024,-1.05,NA,-1.05,0,0,0,0,NA,-0.940019876,0.5,-1.05,0.0665,784,NA,NA,NA,0,NA,NA,1,0,-1.05,NA,0.15,1.996,2022
2057,Carlina Rivera,House,0,NY-10,NY-10-rivera_carlina-,rivera,0,D,NA,NA,carlina,NY,NY-10-rivera_carlina-,-0.69,-1.394,-0.69,NY10,NA,1023,-1.4,-1.34,-1.45,0.5,0,0,0,NA,-0.940019876,0.5,-1.45,0.0405,1376,-1.34,0.015,15312,0,NA,NA,1,0,-1.45,-1.34,0.08,0.71,2022
2058,Elizabeth Holtzman,House,0,NY-10,NY-10-holtzman_elizabeth-,holtzman,0,D,NA,NA,elizabeth,NY,NY-10-holtzman_elizabeth-,-0.614,-1.293,-0.868,NY10,NA,1020,-1.29,NA,-1.29,0,0,0,0,NA,-0.940019876,0.5,-1.29,0.0373,1910,NA,NA,NA,0,NA,NA,1,0,-1.29,NA,0.1,0.676,2022
2059,Jimmy Li,House,0,NY-10,NY-10-li_jimmy-,li,0,D,NA,NA,jimmy,NY,NY-10-li_jimmy-,-0.766,NA,-0.766,NY10,NA,1021,-1.44,NA,-1.44,0,0,0,0,NA,-0.940019876,0.5,-1.44,0.0597,657,NA,NA,NA,0,NA,NA,1,0,-1.44,NA,0.07,0.674,2022
2060,Jo Anne Simon,House,0,NY-10,NY-10-simon_joanne-,simon,0,D,NA,NA,jo,NY,NY-10-simon_jo-,-0.858,-1.361,-0.947,NY10,NA,1025,-1.34,-1.35,-1.33,0.68,0,0,0,NA,-0.940019876,0.5,-1.33,0.0587,763,-1.35,0.0147,18367,0,NA,NA,1,0,-1.33,-1.35,0.09,0.482,2022
2061,Mondaire Jones,House,0,NY-10,NY-10-jones_mondaire-,jones,0,D,-0.408,NA,mondaire,NY,NY-10-jones_mondaire-,-0.934,-1.178,-0.898,NY10,NA,249,-1.48,-1.54,-1.38,0.64,0,0,0,NA,-0.940019876,0.5,-1.38,0.0355,1675,-1.54,0.0089,33504,0,NA,NA,1,0,-1.38,-1.54,0.07,0.546,2022
2062,Yan Xiong,House,0,NY-10,NY-10-xiong_yan-,xiong,0,D,NA,NA,yan,NY,NY-10-xiong_yan-,-0.076,NA,-0.076,NY10,NA,1026,-1.35,-1.35,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.35,0.049,1339,0,NA,NA,1,0,NA,-1.35,0.09,1.274,2022
2063,Yuh-Line Niou,House,0,NY-10,NY-10-niou_yuh-line-,niou,0,D,NA,NA,yuh,NY,NY-10-niou_yuh-,-0.949,-1.37,-0.953,NY10,NA,1022,-1.56,-1.56,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.56,0.0102,29099,0,NA,NA,1,0,NA,-1.56,0.06,0.611,2022
2064,Brittany Ramos Debarros,House,0,NY-11,NY-11-ramosdebarros_brittany-,ramos-debarros,0,D,NA,NA,brittany,NY,NY-11-ramos-debarros_brittany-,-1.078,-1.195,-1.078,NY11,NA,491,-1.47,NA,-1.47,0,1,0,0,-1.56,-1.555959728,0.5,-1.47,0.0462,1010,NA,NA,NA,0,NA,NA,1,0,-1.47,NA,0.07,0.392,2022
2065,John Matland,House,0,NY-11,NY-11-matland_john-,matland,0,R,NA,NA,john,NY,NY-11-matland_john-,0.044,NA,0.044,NY11,NA,2105,0.95,NA,0.95,0,0,0,0,NA,0.991787533,0.5,0.95,0.093,234,NA,NA,NA,0,NA,NA,1,1,0.95,NA,0.83,-0.906,2022
2066,Komi Agoda-Koussema,House,0,NY-11,NY-11-koussema_komi-,agoda-koussema,0,D,NA,NA,komi,NY,NY-11-agoda-koussema_komi-,-0.101,NA,-0.101,NY11,NA,1027,-0.95,NA,-0.95,0,0,0,0,NA,-0.940019876,0.5,-0.95,0.065,739,NA,NA,NA,0,NA,NA,1,0,-0.95,NA,0.17,0.849,2022
2067,Ashmi Sheth,House,0,NY-12,NY-12-sheth_ashmi-,sheth,0,D,NA,NA,ashmi,NY,NY-12-sheth_ashmi-,-0.944,-1.389,-0.944,NY12,NA,1031,-1.52,-1.52,-1.52,0.05,0,0,0,NA,-0.940019876,0.5,-1.52,0.0135,12151,-1.52,0.022,6570,0,NA,NA,1,0,-1.52,-1.52,0.06,0.576,2022
2068,Carolyn Maloney,House,1,NY-12,NY-12-maloney_carolyn-,maloney,0,D,-0.387,-1.917379876,carolyn,NY,NY-12-maloney_carolyn-,-0.543,-1.161,-0.57,NY12,NA,260,-1.33,-1.27,-1.35,0.27,0,0,0,-1.12,-1.12325629,0.5,-1.35,0.0182,7882,-1.27,0.0108,33291,0,NA,NA,1,0,-1.35,-1.27,0.09,0.787,2022
2069,Suraj Patel,House,0,NY-12,NY-12-patel_suraj-,patel,0,D,NA,NA,suraj,NY,NY-12-patel_suraj-,-0.398,-1.319,-0.45,NY12,NA,1030,-1.22,-1.18,-1.31,0.71,0,0,0,NA,-0.940019876,0.5,-1.31,0.056,745,-1.18,0.0144,20121,0,NA,NA,1,0,-1.31,-1.18,0.11,0.822,2022
2070,Francisco Spies,House,0,NY-13,NY-13-spies_francisco-,spies,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1033,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
2071,Michael Hano,House,0,NY-13,NY-13-hano_michael-,hano,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032,NA,NA,NA,NA,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,2022
2072,Desi Cuellar,House,0,NY-14,NY-14-cuellar_desi-,cuellar,0,R,NA,NA,desi,NY,NY-14-cuellar_desi-,1.512,1.682,1.512,NY14,NA,2107,1.09,1.45,0.92,0.32,0,0,0,NA,0.991787533,0.5,0.92,0.0305,1746,1.45,0.0109,9353,0,NA,NA,1,1,0.92,1.45,0.86,0.422,2022
2073,Catherine Parker,House,0,NY-16,NY-16-parker_catherine-,parker,0,D,NA,NA,catherine,NY,NY-16-parker_catherine-,-0.628,-1.269,-0.609,NY16,NA,1036,-1.08,-1.08,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.08,0.0847,691,0,NA,NA,1,0,NA,-1.08,0.14,0.452,2022
2074,John Ciampoli,House,0,NY-16,NY-16-ciampoli_john-,ciampoli,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2110,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
2075,Mark Jaffe,House,0,NY-16,NY-16-jaffe_mark-,jaffe,0,D,NA,NA,mark,NY,NY-16-jaffe_mark-,-0.763,NA,-0.763,NY16,NA,1035,-0.84,NA,-0.84,0,0,0,0,NA,-0.940019876,0.5,-0.84,0.0622,722,NA,NA,NA,0,NA,NA,1,0,-0.84,NA,0.2,0.077,2022
2076,Vedat Gashi,House,0,NY-16,NY-16-gashi_vedat-,gashi,0,D,NA,NA,vedat,NY,NY-16-gashi_vedat-,-0.224,-1.178,-0.221,NY16,NA,1034,-0.88,-1.15,-0.7,0.39,0,0,0,NA,-0.940019876,0.5,-0.7,0.0715,481,-1.15,0.0361,3498,0,NA,NA,1,0,-0.7,-1.15,0.19,0.656,2022
2077,Alessandra Biaggi,House,0,NY-17,NY-17-biaggi_alessandra-,biaggi,0,D,NA,NA,alessandra,NY,NY-17-biaggi_alessandra-,-0.893,-1.17,-0.867,NY17,NA,1037,-1.45,-1.58,-1.25,0.62,0,0,0,NA,-0.940019876,0.5,-1.25,0.0505,925,-1.58,0.0128,16824,0,NA,NA,1,0,-1.25,-1.58,0.07,0.557,2022
2078,Charles Falciglia,House,0,NY-17,NY-17-falciglia_charles-,falciglia,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2112,0.97,NA,0.97,0,0,0,0,NA,0.991787533,0.5,0.97,0.0362,1726,NA,NA,NA,0,NA,NA,1,1,0.97,NA,0.83,NA,2022
2079,Shoshana David,House,0,NY-17,NY-17-shoshana_david-,david,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308,NA,NA,NA,NA,0,1,0,1.5,1.498417477,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
2080,William Faulkner,House,0,NY-17,NY-17-faulkner_william-,faulkner,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2113,1.13,NA,1.13,0,0,0,0,NA,0.991787533,0.5,1.13,0.0664,361,NA,NA,NA,0,NA,NA,1,1,1.13,NA,0.87,NA,2022
2081,Aisha Mills,House,0,NY-18,NY-18-mills_aisha-,mills,0,D,NA,NA,aisha,NY,NY-18-mills_aisha-,-1.007,-1.202,-1.007,NY18,NA,1039,-1.36,NA,-1.36,0,0,0,0,NA,-0.940019876,0.5,-1.36,0.0561,691,NA,NA,NA,0,NA,NA,1,0,-1.36,NA,0.09,0.353,2022
2082,Moses Mugulusi,House,0,NY-18,NY-18-mugulusi_moses-,mugulusi,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,-1.53,-1.57,-1.51,0.38,0,0,0,NA,-0.940019876,0.5,-1.51,0.0298,2269,-1.57,0.0133,15690,0,NA,NA,1,0,-1.51,-1.57,0.06,NA,2022
2083,Jamie Cheney,House,0,NY-19,NY-19-cheney_jamie-,cheney,0,D,NA,NA,jamie,NY,NY-19-cheney_jamie-,-0.803,-1.124,-0.803,NY19,NA,1042,-0.9,NA,-0.9,0,0,0,0,NA,-0.940019876,0.5,-0.9,0.0629,749,NA,NA,NA,0,NA,NA,1,0,-0.9,NA,0.18,0.097,2022
2084,Rostislav Rar,House,0,NY-20,NY-20-rar_rostislav-,rar,0,D,NA,NA,rostislav,NY,NY-20-rar_rostislav-,-1.516,NA,-1.516,NY20,NA,1044,-1.5,-1.72,-1.49,0.03,0,0,0,NA,-0.940019876,0.5,-1.49,0.0377,1468,-1.72,0.0619,557,0,NA,NA,1,0,-1.49,-1.72,0.07,-0.016,2022
2085,Matthew Putorti,House,0,NY-21,NY-21-putorti_matthew-,putorti,0,D,NA,NA,matthew,NY,NY-21-putorti_matthew-,-1.008,-1.162,-1.008,NY21,NA,1046,-1.15,-1.21,-0.77,0.86,0,0,0,NA,-0.940019876,0.5,-0.77,0.1128,204,-1.21,0.0165,13964,0,NA,NA,1,0,-0.77,-1.21,0.13,0.142,2022
2086,Chol-Awan Majok,House,0,NY-22,NY-22-majok_chol-,majok,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049,-1.24,-1.24,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.24,0.1,417,0,NA,NA,1,0,NA,-1.24,0.11,NA,2022
2087,Sam Roberts,House,0,NY-22,NY-22-roberts_sam-,roberts,0,D,NA,NA,sam,NY,NY-22-roberts_sam-,-0.704,-0.965,-0.849,NY22,NA,1050,-1.3,NA,-1.3,0,0,0,0,NA,-0.940019876,0.5,-1.3,0.0816,362,NA,NA,NA,0,NA,NA,1,0,-1.3,NA,0.1,0.596,2022
2088,Sarah Hood,House,0,NY-22,NY-22-hood_sarah-,hood,0,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,-1.29,-1.29,NA,1,0,0,0,NA,-0.940019876,0.5,NA,NA,NA,-1.29,0.0187,10365,0,NA,NA,1,0,NA,-1.29,0.1,NA,2022
2089,Steve Wells,House,0,NY-22,NY-22-wells_steve-,wells,0,R,NA,NA,steven,NY,NY-22-wells_steven-,0.652,0.629,0.704,NY22,NA,2118,0.78,NA,0.78,0,0,0,0,NA,0.991787533,0.5,0.78,0.0385,1058,NA,NA,NA,0,NA,NA,1,1,0.78,NA,0.78,-0.128,2022
2090,Carl Paladino,House,0,NY-23,NY-23-paladino_carl-,paladino,0,R,NA,NA,carl,NY,NY-23-paladino_carl-,1.005,0.777,1.094,NY23,NA,2121,1.14,1.46,1,0.31,0,0,0,NA,0.991787533,0.5,1,0.077,352,1.46,0.024,1803,0,NA,NA,1,1,1,1.46,0.87,-0.135,2022
2091,George Phillips,House,0,NY-24,NY-24-phillips_george-,phillips,0,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123,NA,NA,NA,NA,0,0,0,NA,0.991787533,0.5,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,2022
2092,Mario Fratto,House,0,NY-24,NY-24-fratto_mario-,fratto,0,R,NA,NA,mario,NY,NY-24-fratto_mario-,1.374,NA,1.369,NY24,NA,2122,1.39,1.59,1.09,0.61,0,0,0,NA,0.991787533,0.5,1.09,0.0582,426,1.59,0.0104,7417,0,NA,NA,1,1,1.09,1.59,0.92,-0.016,2022
